,Dialogue_ID,Utterance_ID,Utterance,Speaker,file_path,Emotion,Sentiment
649,6881_0,1,Oh! I knew it! What happened?,Rachel,./data/MELD/MELD/audio_files/6881_0_1.wav,surprise,negative
650,6881_0,2,"Umm, she kissed me.",Ross,./data/MELD/MELD/audio_files/6881_0_2.wav,sadness,negative
651,6881_0,3,What?! You kissed!,Rachel,./data/MELD/MELD/audio_files/6881_0_3.wav,surprise,negative
652,6884_0,0,"I can't decide which route to take to Vegas. Hey, you've traveled a lot right?",Joey,./data/MELD/MELD/audio_files/6884_0_0.wav,neutral,neutral
653,6884_0,1,"Yeah, I've been around.",Phoebe,./data/MELD/MELD/audio_files/6884_0_1.wav,neutral,neutral
654,6884_0,2,"Okay, so-so which route should I take the northern route or the southern route?",Joey,./data/MELD/MELD/audio_files/6884_0_2.wav,neutral,neutral
655,6884_0,3,"Ooh, if you take the northern route there's a man in Illinois with a beard of bees.",Phoebe,./data/MELD/MELD/audio_files/6884_0_3.wav,neutral,neutral
656,6885_0,0,"All right, first thing we gotta do, damage control.",Estelle,./data/MELD/MELD/audio_files/6885_0_0.wav,neutral,neutral
657,6885_0,1,Why?,Joey,./data/MELD/MELD/audio_files/6885_0_1.wav,surprise,negative
658,6891_0,0,I donât want them to move to a,Joey,./data/MELD/MELD/audio_files/6891_0_0.wav,sadness,negative
659,6891_0,1,Itâll be okay Joe.,Ross,./data/MELD/MELD/audio_files/6891_0_1.wav,neutral,neutral
660,6919_0,0,I think It's the most beautiful table I've ever seen.,Ross,./data/MELD/MELD/audio_files/6919_0_0.wav,joy,positive
661,6919_0,1,I know!,Chandler,./data/MELD/MELD/audio_files/6919_0_1.wav,joy,positive
662,6926_0,0,But then I'd have to go all the way around the dry cleaner place.,Gunther,./data/MELD/MELD/audio_files/6926_0_0.wav,neutral,neutral
663,6926_0,1,"Oh, so you're saying you'd choose convenience over health?!",Larry,./data/MELD/MELD/audio_files/6926_0_1.wav,disgust,negative
664,6958_0,0,"Well, theyâre just gonna have to wait arenât they? Iâve only got two hands!!",Monica,./data/MELD/MELD/audio_files/6958_0_0.wav,anger,negative
665,6958_0,1,Need some help?,Ross,./data/MELD/MELD/audio_files/6958_0_1.wav,neutral,neutral
666,6961_0,0,You have a son!,Rachel,./data/MELD/MELD/audio_files/6961_0_0.wav,surprise,positive
667,6961_0,1,I know. I know.,Ross,./data/MELD/MELD/audio_files/6961_0_1.wav,neutral,neutral
668,6974_0,0,"Well, I'm keeping so many things to myself these days, something was bound to slip out!",Joey,./data/MELD/MELD/audio_files/6974_0_0.wav,anger,negative
669,6974_0,1,"Well, I think it's very brave what you said.",Chandler,./data/MELD/MELD/audio_files/6974_0_1.wav,anger,negative
670,6986_0,0,"Well itâs just my entire family was run out of Scotland byâ¦Vikings. Anyway, lots of bad memories.",Chandler,./data/MELD/MELD/audio_files/6986_0_0.wav,sadness,negative
671,6986_0,1,"Oh well, it sounds to me like your family is ready to uh, rediscover its Scottish roots.",Ross,./data/MELD/MELD/audio_files/6986_0_1.wav,neutral,neutral
672,6995_0,0,"Well, my Grandfather was Swedish and my Grandmother was actually a tiny little bunny.",Chandler,./data/MELD/MELD/audio_files/6995_0_0.wav,joy,positive
673,6995_0,1,"Okay, now you're even cuter!!",Monica,./data/MELD/MELD/audio_files/6995_0_1.wav,joy,positive
674,6995_0,2,Y'know that is a popular opinion today I must say.,Chandler,./data/MELD/MELD/audio_files/6995_0_2.wav,neutral,neutral
675,6995_0,3,What?,Monica,./data/MELD/MELD/audio_files/6995_0_3.wav,surprise,negative
676,6995_0,4,"The weirdest thing happened at the coffee house, I think, I think Phoebe was hitting on me.",Chandler,./data/MELD/MELD/audio_files/6995_0_4.wav,surprise,negative
677,6995_0,5,What are you talking about?,Monica,./data/MELD/MELD/audio_files/6995_0_5.wav,surprise,negative
678,6995_0,6,I'm telling you I think Phoebe thinks I'm foxy.,Chandler,./data/MELD/MELD/audio_files/6995_0_6.wav,joy,positive
679,6995_0,7,That's not possible!,Monica,./data/MELD/MELD/audio_files/6995_0_7.wav,joy,positive
680,6995_0,8,Ow!,Chandler,./data/MELD/MELD/audio_files/6995_0_8.wav,surprise,positive
681,6995_0,9,"I'm sorry it's just, Phoebe just always thought you were, you were charming in a, in a sexless kind of way.",Monica,./data/MELD/MELD/audio_files/6995_0_9.wav,joy,positive
682,6995_0,10,"Oh, y'know I-I can't hear that enough.",Chandler,./data/MELD/MELD/audio_files/6995_0_10.wav,anger,negative
683,6995_0,11,"I'm sorry, I think that you just misunderstood her.",Monica,./data/MELD/MELD/audio_files/6995_0_11.wav,sadness,negative
684,6995_0,12,"No, I didn't misunderstand, okay? She was all over me! She touched my bicep for crying out loud!",Chandler,./data/MELD/MELD/audio_files/6995_0_12.wav,anger,negative
685,6995_0,13,This bicep?,Monica,./data/MELD/MELD/audio_files/6995_0_13.wav,surprise,negative
686,6998_0,0,Is this about me taking your watch?,Chloe,./data/MELD/MELD/audio_files/6998_0_0.wav,sadness,negative
687,6998_0,1,You took my watch?,Ross,./data/MELD/MELD/audio_files/6998_0_1.wav,surprise,negative
688,6998_1,0,"Just you keep it, listen did you, did you tell anyone about us?",Ross,./data/MELD/MELD/audio_files/6998_1_0.wav,sadness,negative
689,6998_1,1,"Oh no. I feel it isnât really anybodyâs business, y'know.",Chloe,./data/MELD/MELD/audio_files/6998_1_1.wav,neutral,neutral
690,6999_0,0,"Oh, one other thing. Hoshi thinks that you being ringside may have affected my concentration.",Pete,./data/MELD/MELD/audio_files/6999_0_0.wav,neutral,neutral
691,6999_0,1,Yeah. That-that was the problem.,Monica,./data/MELD/MELD/audio_files/6999_0_1.wav,neutral,neutral
